flow_id,packet_count,mean_packet_size,std_packet_size,flow_duration,bytes_ratio,label
192.168.1.100:52998<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
157.240.1.174:443<->192.168.1.100:52986/TCP,24,707.25,379.907,5.566698,1.124406,Instagram
192.168.1.100:50632<->99.86.0.100:443/TCP,24,691.5833,402.9455,5.233893,0.383974,TikTok
192.0.78.24:443<->192.168.1.100:52899/TCP,24,572.0,383.537,5.457101,1.420737,Cloudflare
104.244.42.65:443<->192.168.1.100:52275/TCP,23,593.2174,357.9843,4.167134,0.965428,Twitter/X
140.82.114.4:443<->192.168.1.100:54750/TCP,22,484.9545,366.5703,5.04561,1.051731,GitHub
192.168.1.100:57784<->99.86.0.100:443/TCP,21,501.3333,366.923,2.944605,0.593944,TikTok
13.107.42.14:443<->192.168.1.100:63514/TCP,21,593.7143,382.6967,4.458916,0.820412,Twitter/X
17.253.144.10:443<->192.168.1.100:61655/TCP,21,522.8571,313.9966,3.247358,0.824223,Apple
192.168.1.100:50029<->35.186.227.140:443/TCP,20,700.95,459.3997,5.134001,0.516059,Telegram
13.107.42.14:443<->192.168.1.100:58864/TCP,20,667.95,392.0207,4.381614,1.617359,Twitter/X
157.240.1.35:443<->192.168.1.100:53606/TCP,19,435.0,342.1328,3.795586,0.580306,Facebook
192.168.1.100:59563<->52.94.236.248:443/TCP,19,650.0526,447.8957,3.931955,0.495641,Amazon
192.168.1.100:60608<->23.52.167.61:443/TCP,19,633.9474,426.8598,3.776824,2.737201,Twitter/X
192.168.1.100:52806<->35.186.224.47:443/TCP,19,588.0526,366.2371,3.77135,0.762303,Spotify
13.107.42.14:443<->192.168.1.100:51083/TCP,19,572.0,422.9086,3.497533,2.213483,Twitter/X
142.250.185.206:443<->192.168.1.100:56194/TCP,18,704.3333,491.9284,4.024522,2.270898,Google
157.240.1.174:443<->192.168.1.100:52919/TCP,18,619.7778,389.592,3.508477,1.122931,Instagram
104.244.42.65:443<->192.168.1.100:55818/TCP,18,539.2778,367.558,2.342817,0.817790,Twitter/X
17.253.144.10:443<->192.168.1.100:57696/TCP,18,585.6111,417.6244,3.473423,2.928811,Apple
157.240.1.35:443<->192.168.1.100:52478/TCP,17,584.6471,372.0379,3.188687,0.207362,Facebook
157.240.1.35:443<->192.168.1.100:62509/TCP,17,378.5882,322.4872,2.54517,0.467396,Facebook
192.168.1.100:65185<->35.186.224.25:443/TCP,17,550.1765,390.9938,2.873488,0.573255,Zoom
104.244.42.65:443<->192.168.1.100:64053/TCP,16,579.0,415.4164,2.304607,1.462520,Twitter/X
104.16.85.20:443<->192.168.1.100:63258/TCP,16,487.5625,323.6991,2.912178,0.323999,Discord
192.168.1.100:62488<->35.186.227.140:443/TCP,16,502.1875,391.1474,3.821581,0.642142,Telegram
192.168.1.100:60060<->35.186.224.25:443/TCP,14,501.2857,359.1242,2.144371,2.197267,Zoom
192.168.1.100:57611<->35.186.224.47:443/TCP,14,576.8571,420.9316,2.934163,0.902922,Spotify
192.168.1.100:60254<->35.186.224.47:443/TCP,14,609.5,433.459,2.740231,1.341015,Spotify
192.0.78.24:443<->192.168.1.100:58537/TCP,14,541.5714,406.1113,2.792484,0.691656,Cloudflare
142.250.185.110:443<->192.168.1.100:58222/TCP,13,545.3846,435.336,2.909501,1.524929,YouTube
142.250.185.110:443<->192.168.1.100:57201/TCP,13,579.1538,455.3122,2.551078,2.162117,YouTube
104.16.85.20:443<->192.168.1.100:63044/TCP,13,413.8462,310.6653,2.718432,2.029279,Discord
192.168.1.100:58653<->35.186.224.47:443/TCP,13,468.6154,350.8352,1.969047,0.935197,Spotify
192.168.1.100:56240<->99.86.0.100:443/TCP,11,445.2727,349.1728,1.590009,0.868752,TikTok
13.107.42.14:443<->192.168.1.100:65527/TCP,11,491.2727,383.9044,2.491741,0.290045,Twitter/X
17.253.144.10:443<->192.168.1.100:49510/TCP,11,285.8182,219.2341,1.480239,0.734142,Apple
157.240.1.35:443<->192.168.1.100:58943/TCP,10,451.7,413.29,1.725905,1.621590,Facebook
192.168.1.100:51395<->52.94.236.248:443/TCP,10,481.0,434.3123,0.993893,0.569331,Amazon
192.168.1.100:64102<->52.94.236.248:443/TCP,10,557.9,432.9299,1.72555,1.123715,Amazon
104.16.85.20:443<->192.168.1.100:50599/TCP,10,456.4,390.4442,1.225764,0.740656,Discord
192.0.78.24:443<->192.168.1.100:55338/TCP,10,380.0,309.9139,1.790001,1.324159,Cloudflare
142.250.185.206:443<->192.168.1.100:57873/TCP,9,419.3333,416.2096,1.62064,1.006380,Google
142.250.185.206:443<->192.168.1.100:58803/TCP,9,482.1111,417.7741,0.698372,5.811617,Google
142.250.185.110:443<->192.168.1.100:63744/TCP,9,471.3333,386.7529,1.153733,0.210271,YouTube
157.240.1.174:443<->192.168.1.100:50360/TCP,9,358.1111,283.7117,1.37564,4.528302,Instagram
157.240.1.174:443<->192.168.1.100:50681/TCP,9,221.7778,161.6703,1.296859,0.590438,Instagram
192.168.1.100:60414<->52.94.236.248:443/TCP,9,429.2222,433.3815,1.736088,1.175113,Amazon
140.82.114.4:443<->192.168.1.100:54812/TCP,9,438.2222,447.7975,1.170426,1.303738,GitHub
192.168.1.100:54572<->35.186.224.47:443/TCP,9,372.6667,309.9376,1.264657,0.940972,Spotify
192.0.78.24:443<->192.168.1.100:56658/TCP,9,355.3333,356.9192,1.010581,0.384416,Cloudflare
13.107.42.14:443<->192.168.1.100:62927/TCP,9,424.8889,432.2765,1.331697,2.577175,Twitter/X
17.253.144.10:443<->192.168.1.100:63781/TCP,9,475.8889,467.3123,0.915483,0.527461,Apple
17.253.144.10:443<->192.168.1.100:65090/TCP,9,385.2222,339.1934,1.168235,0.377433,Apple
104.244.42.65:443<->192.168.1.100:57041/TCP,8,559.375,507.1701,0.677094,1.038724,Twitter/X
104.16.85.20:443<->192.168.1.100:54511/TCP,8,371.0,450.8486,0.336137,1.359300,Discord
192.168.1.100:63511<->35.186.224.25:443/TCP,8,296.125,323.3077,1.437095,0.705544,Zoom
142.250.185.206:443<->192.168.1.100:57482/TCP,7,371.5714,461.1451,0.892887,1.123265,Google
142.250.185.110:443<->192.168.1.100:52555/TCP,7,298.5714,294.9672,0.759202,2.205521,YouTube
142.250.185.110:443<->192.168.1.100:51525/TCP,7,318.0,364.4213,0.474362,1.435449,YouTube
140.82.114.4:443<->192.168.1.100:53877/TCP,7,325.5714,292.7534,0.493752,0.416408,GitHub
192.168.1.100:50010<->35.186.224.25:443/TCP,7,406.5714,417.6245,1.10495,0.492396,Zoom
157.240.1.174:443<->192.168.1.100:57537/TCP,6,370.1667,428.3618,0.63188,7.919679,Instagram
192.168.1.100:58850<->93.184.216.34:80/TCP,2,92.0,38.0,-0.001037,inf,HTTPS
192.168.1.100:53619<->93.184.216.34:80/TCP,2,92.0,38.0,0.002102,inf,HTTPS
192.168.1.100:62948<->93.184.216.34:80/TCP,2,92.0,38.0,0.00028,inf,HTTPS
185.199.108.153:80<->192.168.1.100:60964/TCP,2,92.0,38.0,0.003829,0.000000,HTTPS
192.168.1.100:62175<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:54904<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:52103<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:56223<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:50215<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:58773<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:56912<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:53779<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:53192<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:64452<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:57452<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:51175<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:54856<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:60630<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:52157<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
142.250.185.110:443<->192.168.1.100:63237/TCP,24,554.9167,365.7665,5.483705,1.968130,YouTube
104.16.85.20:443<->192.168.1.100:50445/TCP,24,586.25,382.6889,4.246303,2.123890,Discord
192.168.1.100:56038<->35.186.227.140:443/TCP,24,485.6667,297.831,5.092151,0.799321,Telegram
192.168.1.100:57682<->99.86.0.100:443/TCP,24,435.3333,294.395,4.91424,0.829772,TikTok
142.250.185.206:443<->192.168.1.100:62239/TCP,23,619.8696,392.9814,4.968265,2.941664,Google
140.82.114.4:443<->192.168.1.100:63224/TCP,23,619.2609,434.699,5.096598,2.619568,GitHub
140.82.114.4:443<->192.168.1.100:64703/TCP,23,673.0435,401.9358,3.71302,0.979540,GitHub
104.16.85.20:443<->192.168.1.100:60146/TCP,23,635.1739,402.3538,5.106507,1.092081,Discord
192.168.1.100:53701<->35.186.224.47:443/TCP,23,555.4348,404.7604,6.047082,0.580478,Spotify
157.240.1.174:443<->192.168.1.100:56219/TCP,22,622.3182,381.2716,4.584942,2.067667,Instagram
17.253.144.10:443<->192.168.1.100:57586/TCP,22,609.1818,432.6179,5.527844,1.232922,Apple
192.168.1.100:54811<->35.186.224.25:443/TCP,21,416.9048,334.6626,3.944121,1.038891,Zoom
192.0.78.24:443<->192.168.1.100:59518/TCP,21,656.7143,446.5838,4.379667,1.719582,Cloudflare
157.240.1.174:443<->192.168.1.100:56741/TCP,20,654.75,412.641,4.668037,2.608432,Instagram
192.168.1.100:59253<->23.52.167.61:443/TCP,18,563.2222,386.9115,3.38025,1.384290,Twitter/X
192.168.1.100:51931<->35.186.224.47:443/TCP,18,531.4444,366.2545,3.804764,0.387382,Spotify
104.244.42.65:443<->192.168.1.100:59829/TCP,17,538.7059,426.081,1.974051,1.632366,Twitter/X
192.168.1.100:51502<->99.86.0.100:443/TCP,17,560.7647,348.4665,3.179393,0.939573,TikTok
192.168.1.100:63050<->99.86.0.100:443/TCP,16,617.375,448.687,3.687729,0.630571,TikTok
192.168.1.100:53072<->35.186.224.47:443/TCP,16,467.4375,287.6456,3.326624,1.319070,Spotify
13.107.42.14:443<->192.168.1.100:51503/TCP,16,423.625,367.121,2.722308,3.029727,Twitter/X
192.168.1.100:58372<->23.52.167.61:443/TCP,14,492.4286,438.921,1.901979,0.745316,Twitter/X
192.168.1.100:57712<->23.52.167.61:443/TCP,14,494.5714,329.2508,2.484759,2.107720,Twitter/X
192.168.1.100:55977<->23.52.167.61:443/TCP,14,604.2143,414.7812,3.153243,1.048680,Twitter/X
192.0.78.24:443<->192.168.1.100:57288/TCP,14,644.7143,460.2556,1.956107,2.308651,Cloudflare
192.168.1.100:60811<->23.52.167.61:443/TCP,13,520.8462,476.0543,2.342278,0.604502,Twitter/X
192.168.1.100:57433<->35.186.224.25:443/TCP,13,663.2308,483.5892,2.885588,0.753152,Zoom
192.168.1.100:57194<->35.186.227.140:443/TCP,13,393.4615,356.7049,1.831601,2.574423,Telegram
142.250.185.206:443<->192.168.1.100:54458/TCP,12,589.1667,424.2931,1.559464,0.946586,Google
140.82.114.4:443<->192.168.1.100:55190/TCP,12,450.0833,356.9322,1.587182,0.377806,GitHub
192.168.1.100:53776<->99.86.0.100:443/TCP,12,397.25,340.076,2.148025,0.478598,TikTok
13.107.42.14:443<->192.168.1.100:50948/TCP,12,523.5833,412.8225,2.009225,3.821949,Twitter/X
104.244.42.65:443<->192.168.1.100:53511/TCP,11,400.3636,307.0201,1.990572,0.543638,Twitter/X
140.82.114.4:443<->192.168.1.100:54662/TCP,11,402.4545,345.8529,1.334001,1.176500,GitHub
192.168.1.100:62894<->35.186.227.140:443/TCP,11,481.8182,396.4354,1.356594,1.190083,Telegram
104.244.42.65:443<->192.168.1.100:49933/TCP,10,575.5,425.5503,1.54698,22.683128,Twitter/X
192.0.78.24:443<->192.168.1.100:51670/TCP,10,502.2,430.5993,1.516419,0.869695,Cloudflare
104.16.85.20:443<->192.168.1.100:54995/TCP,8,319.0,278.5597,0.939868,0.249143,Discord
192.0.78.24:443<->192.168.1.100:53201/TCP,8,474.5,525.9396,1.010804,3.579011,Cloudflare
17.253.144.10:443<->192.168.1.100:53659/TCP,8,311.125,385.9146,0.494226,3.321181,Apple
192.168.1.100:64719<->52.94.236.248:443/TCP,7,264.2857,250.4115,0.604812,1.226233,Amazon
104.16.85.20:443<->192.168.1.100:62855/TCP,7,437.5714,546.9915,0.664349,6.090278,Discord
192.168.1.100:59759<->35.186.224.47:443/TCP,7,323.0,464.7681,0.4116,0.272369,Spotify
142.250.185.110:443<->192.168.1.100:57255/TCP,6,210.8333,204.5731,0.340355,0.504162,YouTube
157.240.1.35:443<->192.168.1.100:57209/TCP,6,294.3333,334.1884,0.871599,0.481544,Facebook
192.0.78.24:443<->192.168.1.100:61009/TCP,6,427.6667,517.0563,0.494379,1.246935,Cloudflare
192.168.1.100:57543<->93.184.216.34:80/TCP,2,92.0,38.0,0.000239,inf,HTTPS
185.199.108.153:80<->192.168.1.100:61892/TCP,2,92.0,38.0,-0.001418,0.000000,HTTPS
185.199.108.153:80<->192.168.1.100:56276/TCP,2,92.0,38.0,0.002639,0.000000,HTTPS
192.168.1.100:55352<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:63427<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:51553<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:51941<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:53671<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:56446<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:54192<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:49408<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:54756<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
142.250.185.110:443<->192.168.1.100:51285/TCP,23,661.5217,414.1629,5.134638,2.068159,YouTube
192.168.1.100:62987<->35.186.224.25:443/TCP,23,748.2609,471.2764,4.991348,0.528148,Zoom
17.253.144.10:443<->192.168.1.100:64283/TCP,23,511.5652,297.6084,5.037215,1.220419,Apple
142.250.185.206:443<->192.168.1.100:50938/TCP,22,618.6364,379.8788,4.839062,2.153383,Google
157.240.1.174:443<->192.168.1.100:52953/TCP,22,611.0455,407.3897,5.158799,4.405308,Instagram
104.244.42.65:443<->192.168.1.100:59883/TCP,22,528.5,395.9056,5.123968,1.065187,Twitter/X
17.253.144.10:443<->192.168.1.100:50953/TCP,22,578.5455,334.0666,4.869272,0.800538,Apple
192.168.1.100:56127<->52.94.236.248:443/TCP,21,576.0952,421.7159,4.426409,0.892678,Amazon
104.16.85.20:443<->192.168.1.100:52495/TCP,21,524.9048,349.6676,4.445971,1.202398,Discord
192.168.1.100:63159<->35.186.224.47:443/TCP,21,475.5714,355.7899,5.247872,1.224276,Spotify
157.240.1.174:443<->192.168.1.100:63972/TCP,20,545.4,388.9044,4.796809,1.539697,Instagram
104.244.42.65:443<->192.168.1.100:56019/TCP,20,613.55,416.0551,3.727244,1.653189,Twitter/X
192.168.1.100:60825<->52.94.236.248:443/TCP,20,663.0,437.1496,3.042388,0.514390,Amazon
192.168.1.100:50473<->35.186.224.25:443/TCP,20,609.2,398.6475,4.635453,1.285929,Zoom
192.168.1.100:49339<->35.186.224.25:443/TCP,19,617.6316,432.2794,4.659397,0.661946,Zoom
142.250.185.206:443<->192.168.1.100:50317/TCP,18,573.1667,354.1685,2.637212,1.288598,Google
157.240.1.174:443<->192.168.1.100:49848/TCP,18,597.9444,408.6442,3.577236,2.052467,Instagram
192.168.1.100:50764<->52.94.236.248:443/TCP,18,570.1111,377.4328,3.203161,0.986065,Amazon
192.168.1.100:57283<->52.94.236.248:443/TCP,18,498.8333,371.2927,3.775813,0.306607,Amazon
104.16.85.20:443<->192.168.1.100:53577/TCP,18,621.3889,426.4948,2.571579,1.876061,Discord
142.250.185.110:443<->192.168.1.100:62871/TCP,17,590.2941,366.3889,3.713774,1.164582,YouTube
157.240.1.35:443<->192.168.1.100:61250/TCP,17,536.9412,468.2742,3.728107,1.826881,Facebook
192.168.1.100:64164<->52.94.236.248:443/TCP,17,533.3529,370.7714,3.700564,0.764351,Amazon
17.253.144.10:443<->192.168.1.100:57198/TCP,17,462.5294,390.5167,3.304932,1.367660,Apple
17.253.144.10:443<->192.168.1.100:63407/TCP,17,555.4118,447.103,3.290698,1.805110,Apple
142.250.185.110:443<->192.168.1.100:65064/TCP,16,659.1875,473.3777,2.168983,1.119148,YouTube
192.168.1.100:54116<->23.52.167.61:443/TCP,16,577.0,356.0355,3.402475,2.116813,Twitter/X
140.82.114.4:443<->192.168.1.100:55837/TCP,16,519.1875,398.663,2.862069,1.839029,GitHub
192.168.1.100:57663<->35.186.224.47:443/TCP,16,508.0,363.0275,3.030529,1.147992,Spotify
140.82.114.4:443<->192.168.1.100:59346/TCP,15,602.4667,461.8855,3.612473,8.898138,GitHub
142.250.185.110:443<->192.168.1.100:65366/TCP,14,470.0,349.5648,2.896008,1.114396,YouTube
192.168.1.100:59954<->35.186.227.140:443/TCP,14,502.0714,352.1845,2.564205,0.414570,Telegram
192.0.78.24:443<->192.168.1.100:58363/TCP,14,596.7143,461.4422,2.92854,1.688767,Cloudflare
192.168.1.100:49536<->23.52.167.61:443/TCP,12,579.6667,456.0916,2.111552,0.553719,Twitter/X
140.82.114.4:443<->192.168.1.100:51907/TCP,12,459.9167,393.7885,2.074067,0.406473,GitHub
13.107.42.14:443<->192.168.1.100:54758/TCP,12,549.5,415.6119,1.948531,3.085502,Twitter/X
157.240.1.174:443<->192.168.1.100:52543/TCP,11,586.7273,436.3483,2.103578,0.769674,Instagram
192.168.1.100:61987<->35.186.227.140:443/TCP,11,456.0909,376.7805,2.149252,1.559694,Telegram
140.82.114.4:443<->192.168.1.100:49189/TCP,10,407.9,389.7747,1.367395,0.439308,GitHub
192.168.1.100:60497<->99.86.0.100:443/TCP,10,490.0,415.9882,1.673452,0.310511,TikTok
142.250.185.110:443<->192.168.1.100:54790/TCP,9,408.0,464.5287,1.071744,1.839907,YouTube
140.82.114.4:443<->192.168.1.100:53552/TCP,8,305.625,291.5862,1.05374,0.694387,GitHub
157.240.1.35:443<->192.168.1.100:64113/TCP,7,281.4286,305.5075,0.872194,0.028184,Facebook
192.168.1.100:65087<->23.52.167.61:443/TCP,7,266.2857,287.8674,0.915588,33.518519,Twitter/X
192.168.1.100:51647<->35.186.224.47:443/TCP,7,426.1429,435.7504,1.025786,1.361837,Spotify
142.250.185.206:443<->192.168.1.100:56689/TCP,6,293.3333,358.9947,0.153212,1.654600,Google
157.240.1.174:443<->192.168.1.100:61933/TCP,6,279.3333,353.2542,0.703513,0.033292,Instagram
104.16.85.20:443<->192.168.1.100:58125/TCP,6,404.0,471.551,0.526517,1.026756,Discord
192.168.1.100:55668<->99.86.0.100:443/TCP,6,449.1667,545.0598,0.312073,0.830842,TikTok
192.168.1.100:60682<->93.184.216.34:80/TCP,2,92.0,38.0,0.001691,inf,HTTPS
192.168.1.100:61132<->93.184.216.34:80/TCP,2,92.0,38.0,0.000119,inf,HTTPS
185.199.108.153:80<->192.168.1.100:64000/TCP,2,92.0,38.0,0.000403,0.000000,HTTPS
185.199.108.153:80<->192.168.1.100:53648/TCP,2,92.0,38.0,0.000808,0.000000,HTTPS
185.199.108.153:80<->192.168.1.100:49780/TCP,2,92.0,38.0,-0.000185,0.000000,HTTPS
192.168.1.100:64457<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:51038<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:51125<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:53868<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:61665<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:57040<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:49352<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:54470<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:49395<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:54753<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:63924<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:56502<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
142.250.185.206:443<->192.168.1.100:52302/TCP,24,606.0833,410.4612,4.143663,1.228248,Google
104.244.42.65:443<->192.168.1.100:58759/TCP,24,631.2083,388.28,4.371028,1.660987,Twitter/X
140.82.114.4:443<->192.168.1.100:55289/TCP,24,579.5,359.9803,5.76563,0.841875,GitHub
142.250.185.206:443<->192.168.1.100:49867/TCP,23,453.913,276.1564,4.980757,0.311723,Google
142.250.185.110:443<->192.168.1.100:62779/TCP,23,599.8261,349.7181,4.316703,0.743460,YouTube
140.82.114.4:443<->192.168.1.100:53939/TCP,23,531.4783,348.8447,4.793718,1.193039,GitHub
192.168.1.100:62247<->35.186.227.140:443/TCP,23,683.6087,433.8137,4.61033,0.633558,Telegram
192.168.1.100:58468<->99.86.0.100:443/TCP,23,680.9565,419.6478,3.903236,0.437804,TikTok
13.107.42.14:443<->192.168.1.100:61868/TCP,23,640.8696,459.7489,4.691863,4.495899,Twitter/X
17.253.144.10:443<->192.168.1.100:49388/TCP,23,594.913,394.0966,4.33235,2.647827,Apple
157.240.1.35:443<->192.168.1.100:55883/TCP,22,518.6818,334.3638,4.866987,0.449016,Facebook
157.240.1.174:443<->192.168.1.100:63723/TCP,22,432.8636,356.1592,4.410325,2.495962,Instagram
104.244.42.65:443<->192.168.1.100:50058/TCP,22,661.1364,441.3315,4.563757,1.955700,Twitter/X
192.168.1.100:54986<->35.186.224.47:443/TCP,22,657.6818,389.4132,5.654187,1.049724,Spotify
142.250.185.206:443<->192.168.1.100:56231/TCP,21,563.7143,398.5769,3.649219,1.672235,Google
104.244.42.65:443<->192.168.1.100:51339/TCP,20,578.95,416.3164,3.686984,1.547635,Twitter/X
192.168.1.100:59855<->52.94.236.248:443/TCP,20,514.15,361.9547,4.635459,0.728235,Amazon
104.16.85.20:443<->192.168.1.100:62622/TCP,20,645.55,455.8393,3.798835,2.937481,Discord
192.168.1.100:64870<->23.52.167.61:443/TCP,18,682.2778,459.3612,3.538142,0.372179,Twitter/X
192.168.1.100:62427<->35.186.224.47:443/TCP,18,642.8333,448.36,3.816265,0.588114,Spotify
142.250.185.110:443<->192.168.1.100:57276/TCP,17,451.3529,418.0613,4.287181,1.483172,YouTube
142.250.185.110:443<->192.168.1.100:55469/TCP,17,547.2353,409.3304,2.676986,1.196694,YouTube
157.240.1.35:443<->192.168.1.100:63982/TCP,17,460.7647,362.2397,3.122311,0.298144,Facebook
192.168.1.100:60226<->99.86.0.100:443/TCP,16,593.75,401.5553,2.66776,0.316884,TikTok
192.168.1.100:53287<->52.94.236.248:443/TCP,15,532.6667,386.6921,2.48278,4.301924,Amazon
192.168.1.100:54331<->35.186.224.25:443/TCP,14,425.7143,363.2222,3.065865,2.609933,Zoom
192.168.1.100:58663<->99.86.0.100:443/TCP,14,574.0714,490.0623,2.104876,0.621671,TikTok
104.244.42.65:443<->192.168.1.100:56667/TCP,13,493.4615,345.7417,2.277029,0.816251,Twitter/X
192.168.1.100:63090<->35.186.224.25:443/TCP,13,459.6923,305.767,1.779963,0.970326,Zoom
17.253.144.10:443<->192.168.1.100:53669/TCP,13,570.3077,419.2134,2.668283,1.884825,Apple
192.0.78.24:443<->192.168.1.100:65147/TCP,12,385.5833,343.5655,2.167452,2.010410,Cloudflare
192.0.78.24:443<->192.168.1.100:59617/TCP,12,496.8333,368.7243,2.19186,0.763905,Cloudflare
142.250.185.206:443<->192.168.1.100:55943/TCP,10,559.0,487.5641,1.378357,3.593262,Google
157.240.1.35:443<->192.168.1.100:54680/TCP,10,469.8,351.5343,0.849225,1.365559,Facebook
157.240.1.35:443<->192.168.1.100:60763/TCP,9,387.4444,413.7265,1.245562,0.861719,Facebook
192.168.1.100:57344<->35.186.227.140:443/TCP,9,271.6667,234.0332,1.308929,7.096026,Telegram
104.16.85.20:443<->192.168.1.100:51911/TCP,8,328.625,271.9968,1.037429,0.903693,Discord
17.253.144.10:443<->192.168.1.100:62459/TCP,8,332.25,301.7399,1.38307,0.193534,Apple
142.250.185.206:443<->192.168.1.100:63499/TCP,7,333.5714,326.2155,0.927192,0.681066,Google
157.240.1.35:443<->192.168.1.100:57664/TCP,7,229.7143,221.4309,1.144657,5.483871,Facebook
192.168.1.100:61338<->99.86.0.100:443/TCP,6,360.0,409.8455,0.748191,39.000000,TikTok
192.168.1.100:57742<->93.184.216.34:80/TCP,2,92.0,38.0,0.001358,inf,HTTPS
192.168.1.100:56229<->93.184.216.34:80/TCP,2,92.0,38.0,0.003139,inf,HTTPS
192.168.1.100:65478<->93.184.216.34:80/TCP,2,92.0,38.0,-0.002514,inf,HTTPS
185.199.108.153:80<->192.168.1.100:50625/TCP,2,92.0,38.0,0.001992,0.000000,HTTPS
185.199.108.153:80<->192.168.1.100:64802/TCP,2,92.0,38.0,0.003083,0.000000,HTTPS
185.199.108.153:80<->192.168.1.100:59586/TCP,2,92.0,38.0,-0.002906,0.000000,HTTPS
192.168.1.100:49152<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:64535<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:53834<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:64354<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:55846<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:56141<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:65148<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:52006<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:61122<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:49456<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:59150<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:56739<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:60012<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
